2021-04-09 13:39:23,219 INFO    MainThread:31707 [wandb_setup.py:_flush():69] setting env: {}
2021-04-09 13:39:23,220 INFO    MainThread:31707 [wandb_setup.py:_flush():69] setting login settings: {}
2021-04-09 13:39:23,220 INFO    MainThread:31707 [wandb_setup.py:_flush():69] setting login settings: {'mode': 'offline'}
2021-04-09 13:39:23,220 INFO    MainThread:31707 [wandb_init.py:_log_setup():336] Logging user logs to /home/r320/Desktop/joono-lab/yolov5/wandb/offline-run-20210409_133923-qcz3zcu4/logs/debug.log
2021-04-09 13:39:23,220 INFO    MainThread:31707 [wandb_init.py:_log_setup():337] Logging internal logs to /home/r320/Desktop/joono-lab/yolov5/wandb/offline-run-20210409_133923-qcz3zcu4/logs/debug-internal.log
2021-04-09 13:39:23,220 INFO    MainThread:31707 [wandb_init.py:init():369] calling init triggers
2021-04-09 13:39:23,220 INFO    MainThread:31707 [wandb_init.py:init():376] wandb.init called with sweep_config: {}
config: {'weights': './runs/train/joono_img_32_epochs_50/weights/best.pt', 'cfg': './models/yolov5s.yaml', 'data': './data/bus_data.yaml', 'hyp': {'lr0': 0.01, 'lrf': 0.2, 'momentum': 0.937, 'weight_decay': 0.0005, 'warmup_epochs': 3.0, 'warmup_momentum': 0.8, 'warmup_bias_lr': 0.1, 'box': 0.05, 'cls': 0.5, 'cls_pw': 1.0, 'obj': 1.0, 'obj_pw': 1.0, 'iou_t': 0.2, 'anchor_t': 4.0, 'fl_gamma': 0.0, 'hsv_h': 0.015, 'hsv_s': 0.7, 'hsv_v': 0.4, 'degrees': 0.0, 'translate': 0.1, 'scale': 0.5, 'shear': 0.0, 'perspective': 0.0, 'flipud': 0.0, 'fliplr': 0.5, 'mosaic': 1.0, 'mixup': 0.0}, 'epochs': 30, 'batch_size': 2, 'img_size': [416, 416], 'rect': False, 'resume': False, 'nosave': False, 'notest': False, 'noautoanchor': False, 'evolve': False, 'bucket': '', 'cache_images': False, 'image_weights': False, 'device': '', 'multi_scale': False, 'single_cls': False, 'adam': False, 'sync_bn': False, 'local_rank': -1, 'workers': 8, 'project': 'runs/train', 'entity': None, 'name': 'img_32_epochs_50_fine_tune', 'exist_ok': False, 'quad': False, 'linear_lr': False, 'label_smoothing': 0.0, 'upload_dataset': False, 'bbox_interval': -1, 'save_period': -1, 'artifact_alias': 'latest', 'world_size': 1, 'global_rank': -1, 'save_dir': 'runs/train/img_32_epochs_50_fine_tune', 'total_batch_size': 2}
2021-04-09 13:39:23,220 INFO    MainThread:31707 [wandb_init.py:init():418] starting backend
2021-04-09 13:39:23,220 INFO    MainThread:31707 [backend.py:_multiprocessing_setup():71] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2021-04-09 13:39:23,226 INFO    MainThread:31707 [backend.py:ensure_launched():123] starting backend process...
2021-04-09 13:39:23,229 INFO    MainThread:31707 [backend.py:ensure_launched():128] started backend process with pid: 31737
2021-04-09 13:39:23,230 INFO    MainThread:31707 [wandb_init.py:init():423] backend started and connected
2021-04-09 13:39:23,232 INFO    MainThread:31707 [wandb_init.py:init():463] updated telemetry
2021-04-09 13:39:23,233 INFO    MainThread:31707 [wandb_init.py:init():520] starting run threads in backend
2021-04-09 13:39:23,718 INFO    MainThread:31707 [wandb_run.py:_console_start():1524] atexit reg
2021-04-09 13:39:23,719 INFO    MainThread:31707 [wandb_run.py:_redirect():1371] redirect: SettingsConsole.REDIRECT
2021-04-09 13:39:23,719 INFO    MainThread:31707 [wandb_run.py:_redirect():1376] Redirecting console.
2021-04-09 13:39:23,720 INFO    MainThread:31707 [wandb_run.py:_redirect():1438] Redirects installed.
2021-04-09 13:39:23,720 INFO    MainThread:31707 [wandb_init.py:init():544] run started, returning control to user process
